,L,R,F,M,C,0
2799,0.568627451,0.094520548,0.047393365,0.019422796,0.437032737,0
708,0.362745098,0.735616438,0,0.00432843,0.578440621,2
2128,0.215686275,0.110958904,0.023696682,0.015142612,0.410340546,0
2122,0.274509804,0.023287671,0.052132701,0.02769885,0.367997007,0
1375,0.303921569,0.604109589,0,0.002501943,0.505125946,2
157,0.107843137,0.968493151,0,0.005736204,0.49960801,2
1195,0.950980392,0.139726027,0.028436019,0.018506106,0.396077298,0
2220,0.990196078,0.032876712,0.279620853,0.185474602,0.447576017,1
2623,0.176470588,0.139726027,0.061611374,0.041402673,0.287803051,1
4919,0.588235294,0.054794521,0.023696682,0.02109765,0.439347359,0
171,0.392156863,0.032876712,0.023696682,0.01439134,0.3295373,0
2867,0.058823529,0.449315068,0,0.003873531,0.303510591,2
2354,0.352941176,0.142465753,0.033175355,0.023186048,0.489445813,1
4257,0.676470588,0.12739726,0.014218009,0.015721574,0.354348895,0
3181,0.549019608,0.278082192,0.047393365,0.032137559,0.501982539,1
3242,0.617647059,0.194520548,0.071090047,0.030497166,0.555494836,1
752,0.235294118,0.238356164,0.009478673,0.01107954,0.377181162,0
3797,0.656862745,0.369863014,0.066350711,0.040847835,0.387721664,1
1008,0,0.394520548,0.004739336,0.005143457,0.301076973,2
3826,0.754901961,0.02739726,0.009478673,0.012923258,0.413482603,0
2706,0.666666667,0.010958904,0.184834123,0.099009389,0.40554728,1
4827,0.392156863,0.004109589,0.170616114,0.079409114,0.411248583,1
2565,0.137254902,0.043835616,0.047393365,0.021805844,0.361438923,0
437,0.137254902,0.057534247,0.018957346,0.027142289,0.323362403,0
3998,0.215686275,0.278082192,0.042654028,0.041914434,0.290024289,1
1710,0.960784314,0.028767123,0.132701422,0.068911982,0.254937007,1
1589,0.235294118,0.154794521,0.023696682,0.014520573,0.486369643,0
4617,0.637254902,0.160273973,0.052132701,0.025865471,0.475993386,1
3580,0.382352941,0.42739726,0.028436019,0.012787133,0.324204173,0
241,0,0.010958904,0.009478673,0.012330511,0.277850455,2
3273,0.480392157,0.128767123,0.099526066,0.032280576,0.521794269,1
989,0.009803922,0.552054795,0,0.00255019,0.115463211,2
4661,0.931372549,0.005479452,0.066350711,0.03571644,0.533788383,1
4455,0.754901961,0.064383562,0.075829384,0.022476131,0.5162363,1
3400,0.852941176,0.006849315,0.246445498,0.079105848,0.509762513,1
2047,0.18627451,0.001369863,0.151658768,0.036347095,0.373071057,1
397,0.323529412,0.049315068,0.08056872,0.034570577,0.444205079,1
1304,0.37254902,0.090410959,0.09478673,0.048565604,0.462986762,1
140,0,0.18630137,0.023696682,0.012185771,0.437603525,0
1254,0.245098039,0.475342466,0.042654028,0.034663625,0.90287103,1
3701,0.362745098,0.026027397,0.090047393,0.053562598,0.483065462,1
3545,0.549019608,0.531506849,0.004739336,0.004181966,0.706924916,2
4820,0.107843137,0.161643836,0.137440758,0.050240459,0.524417824,1
244,0.107843137,0.963013699,0,0.004449047,0.303510591,2
3074,0.196078431,0.589041096,0.052132701,0.016092041,0.504451862,0
1781,0.392156863,0.095890411,0.009478673,0.007716047,0.552048246,0
2855,0.754901961,0.032876712,0.071090047,0.03214962,0.544161213,1
3573,0.137254902,0.008219178,0.028436019,0.014760084,0.40155153,0
2917,0.352941176,0.632876712,0.004739336,0.004545541,0.523698509,2
4925,0.274509804,0.84109589,0.014218009,0.009297854,0.484215237,0
51,0.333333333,0.208219178,0.023696682,0.01615235,0.504009143,0
3728,0.12745098,0.252054795,0.028436019,0.017072486,0.324817936,0
3498,0.411764706,0.016438356,0.17535545,0.093355894,0.418277149,1
1098,0.401960784,0.208219178,0.037914692,0.024257817,0.425846524,0
4804,0.901960784,0.263013699,0.004739336,0.009089358,0.443109891,0
1336,0.049019608,0.634246575,0.009478673,0.007133639,0.193538579,2
1568,0.039215686,0.143835616,0.014218009,0.024421512,0.281037205,0
3982,0.12745098,0.150684932,0.085308057,0.034158756,0.444660583,1
2808,0.960784314,0.060273973,0.056872038,0.014449926,0.583600453,0
4927,0.666666667,0.161643836,0.014218009,0.017859943,0.151611301,2
4107,0.549019608,0.230136986,0.023696682,0.016248843,0.317051882,0
1662,0.421568627,0.102739726,0.009478673,0.013405727,0.39843186,0
2089,0.039215686,0.68630137,0,0.007957281,0.633426627,0
1786,0.254901961,0.049315068,0.066350711,0.030428242,0.268979855,0
2062,0.647058824,0.075342466,0.014218009,0.038650881,0.370751779,1
2387,0.558823529,0.132876712,0.075829384,0.053788324,0.535353394,1
2289,0.12745098,0.004109589,0.052132701,0.016788174,0.344357545,0
1043,0.303921569,0.234246575,0.033175355,0.027779836,0.453142329,1
194,0.666666667,0.005479452,0.033175355,0.010066357,0.552780485,0
2244,0.117647059,0.019178082,0.085308057,0.063482491,0.452654825,1
1929,0.225490196,0.273972603,0.018957346,0.0109796,0.385640431,0
2826,0.607843137,0.223287671,0.037914692,0.024519729,0.703544143,1
4667,0.18627451,0.554794521,0.009478673,0.008469042,0.588172197,0
1718,0,0.147945205,0,0.001940212,0.307176325,2
92,0.607843137,0.026027397,0.109004739,0.023156756,0.580665761,1
4382,0.666666667,0.050684932,0,0.006144579,0.512457414,2
4133,0.352941176,0.128767123,0.014218009,0.006714925,0.370478776,2
2394,0.323529412,0.001369863,0.028436019,0.011639548,0.4323398,0
2755,0.588235294,0.023287671,0.014218009,0.013217909,0.418765746,0
801,0.941176471,0.001369863,0.331753555,0.110940141,0.404286792,1
3896,0.088235294,0.147945205,0.033175355,0.023127463,0.303161296,0
2330,0.156862745,0.069863014,0.033175355,0.038347615,0.228433616,0
223,0.107843137,0.47260274,0,0.0027449,0.427708117,2
2197,0.215686275,0.090410959,0.047393365,0.023280819,0.22686588,0
3690,0.745098039,0.221917808,0.014218009,0.006875173,0.511345413,2
705,0.37254902,0.1,0,0.003263553,0.256507522,2
3086,0.18627451,0.016438356,0.118483412,0.077480964,0.384767069,1
1581,0.431372549,0.193150685,0.023696682,0.013381603,0.497147319,0
830,0.892156863,0.036986301,0.004739336,0.002720777,0.50879168,2
4711,0.382352941,0.010958904,0.232227488,0.084788636,0.499873983,1
2679,0.284313725,0.006849315,0.170616114,0.088364071,0.364631608,1
4663,0.529411765,0.017808219,0.146919431,0.039441784,0.565852171,1
298,0.303921569,0.006849315,0.090047393,0.038216659,0.579258895,1
654,0.137254902,0.82739726,0,0.002863794,0.340167928,2
2201,0.107843137,0.612328767,0.018957346,0.010069803,0.19932161,2
835,0.588235294,0.015068493,0.042654028,0.018593984,0.321063671,0
3560,0.62745098,0.093150685,0.085308057,0.042856971,0.385564351,1
4288,0.568627451,0.005479452,0.127962085,0.074934221,0.484005683,1
4303,0.5,0.279452055,0.004739336,0.008398395,0.454608471,2
4576,0.117647059,0.112328767,0.042654028,0.012197833,0.192872082,2
4550,0.049019608,0.587671233,0.009478673,0.021838583,0.453316048,0
3332,0.196078431,0,0.09478673,0.065248669,0.460496609,1
3375,0.735294118,0.030136986,0.052132701,0.025650083,0.538189644,1
4143,0.098039216,0.326027397,0.004739336,0.003627128,0.397598251,2
3954,0.176470588,0.031506849,0.109004739,0.057537792,0.427047555,1
3488,0.235294118,0.136986301,0,0.005312321,0.259521786,2
1840,0.294117647,0.026027397,0.014218009,0.008170945,0.533695714,0
3264,0.039215686,0.047945205,0.047393365,0.008336363,0.480291058,0
1813,0.823529412,0.006849315,0.241706161,0.085276273,0.409603357,1
288,0,0.18630137,0.014218009,0.009738967,0.198830145,2
1578,0.62745098,0.915068493,0,0.001874734,0.596769289,2
367,0.058823529,0.039726027,0.014218009,0.012757841,0.507928544,0
2612,0.009803922,0.360273973,0,0.003940732,0.212509269,2
3172,0.598039216,0.153424658,0.028436019,0.019565813,0.460949836,0
3485,0.882352941,0.139726027,0.018957346,0.006075654,0.632204715,2
2552,0.441176471,0.578082192,0.004739336,0.001712762,0.560111952,2
2575,0.098039216,0.234246575,0.014218009,0.017017346,0.550984833,0
2416,0.274509804,0.152054795,0.075829384,0.034262142,0.154222625,0
2268,0.176470588,0.490410959,0,0.001743778,0.633426627,2
2131,0.009803922,0.538356164,0,0.003873531,0.578440621,2
4548,0.833333333,0.004109589,0.374407583,0.14149417,0.429642336,1
4225,0.12745098,0.506849315,0.009478673,0.009256499,0.760284005,0
792,0.039215686,0.364383562,0.009478673,0.006571908,0.396766787,2
1963,0,0.07260274,0.004739336,0.017703141,0.218677204,0
1396,0.068627451,0.339726027,0.004739336,0.002865517,0.283960011,2
4637,0.098039216,0.108219178,0.004739336,0.005112441,0.552175941,2
3636,0.911764706,0.22739726,0.014218009,0.008830893,0.424294949,2
1670,0.068627451,0.046575342,0.090047393,0.093385187,0.246106292,1
1766,0.137254902,0.08630137,0.042654028,0.011763611,0.577339627,0
4462,0.803921569,0.135616438,0.08056872,0.030066391,0.622207428,1
2832,0.362745098,0.68630137,0.004739336,0.004188859,0.437920827,2
823,0.058823529,0.1,0.061611374,0.040120686,0.406421431,1
2081,0.088235294,0.005479452,0,0.006596031,0.281516188,2
2641,0.088235294,0.032876712,0.071090047,0.037963363,0.279326894,1
2875,0.647058824,0.078082192,0.052132701,0.046430682,0.471354063,1
2162,0.254901961,0.119178082,0.023696682,0.018257979,0.437697041,0
487,0.088235294,0.089041096,0.033175355,0.017673848,0.404186647,0
4957,0.117647059,0.161643836,0.018957346,0.006075654,0.602878845,2
2508,0.274509804,0.98630137,0,0.001743778,0.633426627,2
440,0.196078431,0.778082192,0.014218009,0.011410375,0.421847188,0
2310,0.019607843,0.063013699,0.004739336,0.006957882,0.129502221,2
454,0.411764706,0.146575342,0.109004739,0.379118427,0.587898171,1
2506,0.18627451,0.801369863,0,0.001364696,0.505125946,2
2385,0.480392157,0.01369863,0.090047393,0.059393572,0.401013826,1
1640,0.401960784,0.015068493,0.194312796,0.093438603,0.472857082,1
289,0.382352941,0.083561644,0.047393365,0.040449798,0.62794809,1
4250,0.235294118,0.064383562,0.014218009,0.008625844,0.479231159,0
4748,0.078431373,0.034246575,0.009478673,0.008842955,0.745231506,0
4788,0.176470588,0.149315068,0,0.001447405,0.552780485,2
1868,0.18627451,0.420547945,0.004739336,0.007971066,0.499246385,0
158,0.029411765,0.61369863,0,0.002886194,0.280077168,2
2391,0.107843137,0.743835616,0.018957346,0.010702181,0.372395628,0
1981,0.058823529,0.569863014,0,0.027373184,0.303510591,0
952,0.696078431,0.060273973,0.042654028,0.023427283,0.389815467,0
3493,0.12745098,0.810958904,0,0.001602484,0.193538579,2
2149,0.549019608,0.068493151,0.104265403,0.058785317,0.486700755,1
4587,0.774509804,0.360273973,0.018957346,0.012166817,0.521225272,0
4086,0.392156863,0.279452055,0.009478673,0.010135281,0.417990576,0
2101,0.401960784,0.015068493,0.469194313,0.240923996,0.631156031,1
2125,0.049019608,0.084931507,0.047393365,0.030018144,0.432630802,1
3698,0.058823529,0.157534247,0.009478673,0.004192305,0.27105949,2
648,0.009803922,0.165753425,0.014218009,0.010009494,0.453647223,0
438,0.980392157,0.001369863,0.345971564,0.157470763,0.434871989,1
3372,0.970588235,0.043835616,0.104265403,0.044630042,0.294390143,1
2436,0.196078431,0.24109589,0.042654028,0.025986088,0.417532967,0
253,0.205882353,0.01369863,0.184834123,0.091398452,0.404233679,1
4240,0.882352941,0.010958904,0.336492891,0.206467143,0.410421761,1
2029,0.401960784,0.620547945,0.004739336,0.01044027,0.154662523,2
2146,0,0.106849315,0.004739336,0.041376827,0.34261175,1
2044,0.411764706,0.149315068,0.09478673,0.042410687,0.385726273,1
3515,0.137254902,0.197260274,0.018957346,0.01976397,0.202360741,0
1869,0.019607843,0.560273973,0,0.004299137,0.633426627,2
4368,0.5,0.504109589,0.004739336,0.008201961,0.389420864,2
306,0.352941176,0.105479452,0,0.003265277,0.267293854,2
4685,0.156862745,0.056164384,0.009478673,0.003839069,0.407984002,2
81,0.588235294,0.009589041,0.118483412,0.078399377,0.846075947,1
4722,0.147058824,0.667123288,0.009478673,0.011048524,0.211867248,2
1879,0.529411765,0.25890411,0.042654028,0.026856254,0.420264003,1
961,0.539215686,0.043835616,0.042654028,0.027628203,0.442176434,1
688,0.254901961,0.320547945,0.004739336,0.006291042,0.360978423,2
1124,0.509803922,0.693150685,0.061611374,0.02977691,0.605872871,1
1317,0.352941176,0.743835616,0,0.004557602,0.486797277,2
18,0.215686275,0.005479452,0.085308057,0.023411775,0.480705146,1
781,0.81372549,0.004109589,0.232227488,0.086198133,0.416013766,1
1010,0.117647059,0.208219178,0,0.001988459,0.599784729,2
3916,0.12745098,0.126027397,0.071090047,0.048979149,0.973650717,1
116,0.441176471,0.050684932,0.085308057,0.054999664,0.38476029,1
4515,0.539215686,0.739726027,0.004739336,0.028944652,0.487337549,1
2324,0.833333333,0.426027397,0.018957346,0.019760523,0.187914236,0
4333,0.352941176,0.524657534,0.028436019,0.008546581,0.541783283,0
3775,0.823529412,0.026027397,0.004739336,0.0082347,0.177088002,2
2409,0.705882353,0.042465753,0.018957346,0.01107954,0.568665331,0
114,0.098039216,0.921917808,0,0.002501943,0.541783283,2
4156,0.921568627,0.015068493,0,0.001926427,0.934016793,2
2023,0.705882353,0.005479452,0.303317536,0.16236954,0.528321877,1
1972,0.647058824,0.056164384,0.075829384,0.032676889,0.464062978,1
1790,0.823529412,0.090410959,0.009478673,0.012480421,0.38260779,0
80,0.019607843,0.328767123,0,0.005150349,0.187467242,2
4113,0.303921569,0.228767123,0.014218009,0.007996912,0.396973994,2
1488,0.303921569,0.165753425,0.018957346,0.009804445,0.418992701,0
642,0.264705882,0.020547945,0.004739336,0.002529512,0.436115913,2
3647,0.392156863,0.006849315,0.113744076,0.035289111,0.499898829,1
1046,0.156862745,0.376712329,0,0.004664435,0.386886661,2
2931,0.784313725,0.321917808,0.042654028,0.032726859,0.397219401,1
205,0.049019608,0.12739726,0.075829384,0.039521047,0.325822111,1
4256,0.441176471,0.178082192,0.028436019,0.020156837,0.432048241,0
3017,0.303921569,0.002739726,0.142180095,0.07711739,0.402183113,1
2711,0.196078431,0.735616438,0.014218009,0.007976235,0.475910848,2
2118,0.607843137,0.515068493,0.004739336,0.027809129,0.416387298,1
2650,0.039215686,0.004109589,0.009478673,0.009332316,0.417148337,0
887,0.588235294,0.015068493,0.127962085,0.050473077,0.384267718,1
767,0.598039216,0.076712329,0.028436019,0.0262928,0.268681546,0
4878,0,0.073972603,0,0.003873531,0.109226703,2
4335,0.617647059,0.332876712,0.047393365,0.021076973,0.42957692,0
1200,0.519607843,0.549315068,0.047393365,0.04157843,0.443967537,1
1672,0.5,0.026027397,0.014218009,0.004702343,0.412190068,2
1650,0.137254902,0.261643836,0.033175355,0.01474113,0.340692954,0
29,0.176470588,0.810958904,0.018957346,0.013960565,0.474233375,0
4618,0.941176471,0.453424658,0.018957346,0.008417349,0.369072305,2
2413,0.215686275,0.308219178,0.047393365,0.023392821,0.43362521,0
4555,0.598039216,0.176712329,0.004739336,0.004545541,0.574774887,2
3526,0.068627451,0.295890411,0,0.00482296,0.568718961,2
4034,0.764705882,0.149315068,0,0.003787376,0.591826406,2
1546,0.480392157,0.197260274,0,0.005231335,0.428145538,2
4140,0.470588235,0.001369863,0.104265403,0.044583518,0.410643273,1
375,0.019607843,0.336986301,0.014218009,0.007255979,0.297186219,2
2913,0.205882353,0.001369863,0.109004739,0.048513911,0.448207793,1
2348,0.284313725,0.004109589,0,0.023184325,0.537328341,1
756,0.666666667,0.356164384,0.037914692,0.02275355,0.512850913,1
1249,0.078431373,0.091780822,0.018957346,0.010286914,0.485972516,0
4111,0.294117647,0.060273973,0.033175355,0.01169641,0.467575227,0
1540,0.098039216,0.8,0.018957346,0.023372143,0.437920827,0
1514,0.490196078,0.110958904,0.042654028,0.036648637,0.376825266,1
2017,0.117647059,0.004109589,0.056872038,0.065641536,0.412766668,1
3378,0.490196078,0.124657534,0,0.02557082,0.483117082,1
3210,0.058823529,0.663013699,0.009478673,0.008220915,0.484172273,0
3071,0.764705882,0.146575342,0.08056872,0.042422749,0.440316924,1
652,0.343137255,0.063013699,0.009478673,0.013977796,0.376971376,0
396,0.049019608,0.490410959,0.009478673,0.017806527,0.253494665,0
3025,0.176470588,0.839726027,0.023696682,0.017055255,0.292605515,0
2297,0.931372549,0.002739726,0.388625592,0.189808202,0.369968155,1
3764,0.039215686,0.084931507,0.146919431,0.109430705,0.447125563,1
2959,0.980392157,0.139726027,0.028436019,0.021245837,0.467152201,0
1928,0.549019608,0.047945205,0.014218009,0.010045679,0.448910932,0
536,0.274509804,0.102739726,0.047393365,0.020865031,0.55140903,1
2685,0.294117647,0.002739726,0.047393365,0.029720048,0.277145442,0
962,0.029411765,0.282191781,0.009478673,0.00699579,0.522992673,2
458,0.588235294,0.002739726,0.009478673,0.008365656,0.887526615,0
1345,0.539215686,0.080821918,0.218009479,0.119574601,0.363149661,1
2475,0.431372549,0.12739726,0.033175355,0.094205383,0.235656554,1
839,0.107843137,0.184931507,0.018957346,0.014148383,0.424518687,0
882,0.696078431,0.026027397,0.056872038,0.03548899,0.333753069,1
2886,0.137254902,0.130136986,0.028436019,0.017077655,0.410052597,0
252,0.941176471,0.082191781,0.085308057,0.03927809,0.338750885,1
4798,0.078431373,0.798630137,0,0.00136125,0.596769289,2
4771,0.333333333,0.004109589,0.360189573,0.18235062,0.526936121,1
4907,0.401960784,0.731506849,0.004739336,0.007388658,0.505393633,2
1941,0.637254902,0.035616438,0.071090047,0.045114233,0.440854243,1
3718,0.098039216,0.467123288,0.014218009,0.008658583,0.580082147,0
1780,0.029411765,0.098630137,0,0.002560528,0.459535607,2
1596,0.245098039,0.209589041,0.004739336,0.005469123,0.373089156,2
691,0.343137255,0.005479452,0,0.008574151,0.302498124,2
1268,0.647058824,0.790410959,0,0.005505308,0.904009835,0
685,0.705882353,0.38630137,0.014218009,0.006642555,0.437848491,2
3696,0.107843137,0.130136986,0.014218009,0.00902905,0.492497206,0
4318,0.068627451,0.506849315,0,0.008558643,0.633426627,0
2234,0.284313725,0.971232877,0,0.001943658,0.384225343,2
1337,0.362745098,0.019178082,0.251184834,0.118509724,0.423904219,1
1966,0,0.249315068,0,0.003959686,0.365000318,2
1986,0.117647059,0.243835616,0.014218009,0.015776714,0.587131535,0
4411,0.166666667,0.223287671,0.037914692,0.02173692,0.570370247,1
3373,0.029411765,0.065753425,0.023696682,0.009771706,0.477655706,0
1371,0.107843137,0.012328767,0.037914692,0.02267601,0.350688758,0
2219,0.205882353,0.006849315,0.028436019,0.016360845,0.438063795,0
2052,0.039215686,0.653424658,0,0.004676496,0.45013994,2
3405,0.019607843,0.1,0.014218009,0.010926184,0.588318814,0
1898,0.078431373,0,0.322274882,0.065631198,0.491513918,1
2205,0.990196078,0.002739726,0.393364929,0.267659632,0.593964946,1
4681,0.098039216,0.849315068,0.004739336,0.002956841,0.511352768,2
4765,0.176470588,0.012328767,0.18957346,0.097994483,0.395764964,1
2669,0.284313725,0.128767123,0.165876777,0.065727691,0.511095649,1
3965,0,0.01369863,0.075829384,0.032926739,0.506476341,1
1534,0.029411765,0.121917808,0.071090047,0.034792857,0.325032156,1
513,0.058823529,0.01369863,0.066350711,0.071346724,0.375760488,1
4554,0.333333333,0.049315068,0.009478673,0.012923258,0.369493798,0
4578,0.205882353,0.052054795,0.08056872,0.034424114,0.341944041,1
2350,0.196078431,0.283561644,0.033175355,0.012766456,0.452209192,0
2818,0.019607843,0.182191781,0.018957346,0.013969181,0.287628772,0
948,0.098039216,0.182191781,0.009478673,0.012020353,0.469424974,0
2184,0.12745098,0.145205479,0.023696682,0.011303543,0.354193804,0
856,0.823529412,0.253424658,0.009478673,0.008331194,0.433655059,2
119,0.607843137,0.008219178,0.033175355,0.015390739,0.41514046,0
2178,0.107843137,0.284931507,0.028436019,0.015907669,0.356257444,0
1310,0.117647059,0.039726027,0.033175355,0.020896047,0.485147331,0
4943,0.37254902,0.035616438,0.071090047,0.032382239,0.405640332,1
1283,0.362745098,0.01369863,0.037914692,0.027814298,0.369380118,0
1707,0.31372549,0.287671233,0.004739336,0.007521336,0.584403537,0
1263,0.62745098,0.309589041,0.028436019,0.020227484,0.246624653,0
2877,0.196078431,0.182191781,0.009478673,0.008820555,0.212912787,2
1717,0.098039216,0.353424658,0,0.005520816,0.169869351,2
4066,0.362745098,0.008219178,0.042654028,0.035411451,0.344750665,1
3921,0.617647059,0.926027397,0,0.008474211,0.45013994,2
4472,0.088235294,0.88630137,0,0.009787214,0.516835929,0
1775,0.039215686,0.043835616,0.194312796,0.096298951,0.449301946,1
2603,0.588235294,0.098630137,0.137440758,0.071906732,0.529608492,1
2175,0.235294118,0.704109589,0,0.001602484,0.413482603,2
3387,0.970588235,0.410958904,0.009478673,0.011787735,0.23534391,2
2266,0.039215686,0.51369863,0,0.004624803,0.248524585,2
1899,0.156862745,0.001369863,0.099526066,0.110640322,0.37381834,1
4782,0.176470588,0.487671233,0.004739336,0.005608694,0.235275128,2
2207,0.539215686,0.163013699,0.037914692,0.022708749,0.392533234,0
249,0.137254902,0.026027397,0.113744076,0.091920551,0.453919234,1
4902,0.058823529,0.178082192,0.009478673,0.004242275,0.460738185,2
3520,0.274509804,0.65890411,0.014218009,0.017260304,0.369493798,0
4886,0.823529412,0.067123288,0.142180095,0.158556317,0.377003818,1
832,0.254901961,0.693150685,0,0.00348411,0.193538579,2
4787,0.18627451,0.3,0.241706161,0.077618812,0.88781066,1
2240,0.068627451,0.773972603,0.004739336,0.005744819,0.535871768,2
2046,0.862745098,0.019178082,0.109004739,0.038571618,0.524035577,1
2009,0.68627451,0.18630137,0.028436019,0.013715885,0.554486582,0
1456,0.205882353,0.273972603,0.066350711,0.032647597,0.297784721,0
2171,0.862745098,0.31369863,0.004739336,0.00865686,0.514786569,0
3107,0.264705882,0.736986301,0,0.003892485,0.230042422,2
4306,0.264705882,0.026027397,0.123222749,0.082584789,0.289142154,1
1622,0.137254902,0.57260274,0.004739336,0.011692964,0.206235934,2
186,0.401960784,0.280821918,0.004739336,0.008003805,0.316399524,2
2573,0.009803922,0.008219178,0.033175355,0.028200273,0.350837417,0
3250,0.215686275,0.020547945,0.075829384,0.030798709,0.477151667,1
927,0.715686275,0.043835616,0.037914692,0.025812054,0.935375321,1
511,0,0.036986301,0.009478673,0.006749387,0.544694483,2
4677,0.323529412,0.208219178,0,0.00432843,0.475800076,2
4338,0.68627451,0.010958904,0.09478673,0.066675397,0.429424599,1
2868,0.147058824,0.068493151,0,0.007054376,0.266853254,2
4483,0.058823529,0.760273973,0,0.009604566,0.413482603,0
4657,0.215686275,0.112328767,0.009478673,0.006370305,0.528950059,2
3609,0.078431373,0.602739726,0.004739336,0.008527627,0.459226713,0
3160,0.156862745,0.008219178,0.099526066,0.03818392,0.380276861,1
2376,0.62745098,0.260273973,0,0.01258553,0.483131544,0
4376,0.725490196,0.098630137,0.056872038,0.041736955,0.34069744,1
3889,0.215686275,0.371232877,0.023696682,0.019608891,0.460272193,0
4864,0.431372549,0.015068493,0.127962085,0.074167441,0.399156594,1
3645,0.892156863,0.168493151,0.028436019,0.034854889,0.360955963,1
643,0.647058824,0.038356164,0.08056872,0.056540116,0.397832888,1
3159,0.882352941,0.209589041,0,0.003873531,0.376825266,2
3494,0.225490196,0.591780822,0.023696682,0.017222395,0.411342519,0
2107,0.137254902,0.620547945,0.004739336,0.005543216,0.132443017,2
538,0.921568627,0.968493151,0.004739336,0.01380204,0.721591505,0
1862,0.078431373,0.809589041,0.004739336,0.004586895,0.437920827,2
630,0,0.460273973,0.014218009,0.011834258,0.154794063,2
493,0.294117647,0,0.469194313,0.161926703,0.52613652,1
4130,0.343137255,0.050684932,0.033175355,0.023201556,0.334101567,0
2793,0.696078431,0.115068493,0.004739336,0.028891236,0.362517886,0
3557,0.205882353,0.68630137,0,0.005743096,0.510033731,2
818,0.62745098,0.161643836,0.009478673,0.011787735,0.332166266,0
561,0.696078431,0.760273973,0.004739336,0.006013623,0.389044378,2
4536,0.12745098,0.206849315,0,0.004092365,0.464802875,2
4437,0.088235294,0.016438356,0.033175355,0.021252729,0.542002038,1
122,0.352941176,0.121917808,0.033175355,0.029027361,0.407271256,1
4883,0.068627451,0.293150685,0.023696682,0.014332755,0.52236916,0
885,0.068627451,0.712328767,0,0.002763854,0.389484315,2
1973,0.901960784,0.704109589,0,0.00255019,0.545710855,2
282,0.862745098,0.004109589,0.08056872,0.032530426,0.443905127,1
264,0.362745098,0.146575342,0.009478673,0.008544858,0.21024392,2
1082,0.147058824,0.893150685,0,0.041519844,0.45013994,1
1908,0.764705882,0.004109589,0.033175355,0.019515843,0.431587453,0
4492,0.362745098,0.18630137,0.085308057,0.047147492,0.425999768,1
4135,0.098039216,0.752054795,0.004739336,0.015788775,0.19345781,2
2783,0.598039216,0.805479452,0.004739336,0.010102542,0.242415029,2
2211,0.019607843,0.098630137,0.033175355,0.015444155,0.320122874,0
4360,0.235294118,0.119178082,0.085308057,0.036412572,0.420072739,1
3957,0.245098039,0.906849315,0,0.001626607,0.303510591,2
2668,0.098039216,0.060273973,0,0.0038115,0.20453578,2
3078,0.833333333,0.538356164,0.014218009,0.007884911,0.384187874,2
4680,0.725490196,0.01369863,0.066350711,0.035681978,0.51496443,1
1796,0.254901961,0.094520548,0.056872038,0.030435135,0.349596656,1
1744,0.960784314,0.008219178,0.047393365,0.034637778,0.392050865,1
63,0.058823529,0.128767123,0.009478673,0.009097974,0.207308446,2
580,0.147058824,0.101369863,0.137440758,0.067774736,0.456876779,1
4375,0.362745098,0.215068493,0.09478673,0.077946201,0.483549208,1
2681,0.078431373,0.184931507,0.042654028,0.041202793,0.347181135,1
2505,0.725490196,0.009589041,0.085308057,0.063835726,0.438822067,1
540,0.225490196,0.109589041,0.009478673,0.004647204,0.269871952,2
4343,0.264705882,0.584931507,0.014218009,0.004580003,0.439794479,2
1431,0.18627451,0.198630137,0.023696682,0.016962207,0.267261036,0
4374,0.382352941,0.105479452,0.009478673,0.006640832,0.48938465,2
941,0.882352941,0.005479452,0.109004739,0.055335669,0.4998157,1
988,0.431372549,0.438356164,0.009478673,0.014360325,0.280051075,0
1058,0.931372549,0.405479452,0.023696682,0.011689518,0.249516876,2
284,0.490196078,0.523287671,0.004739336,0.005515647,0.410771049,2
334,0.12745098,0.753424658,0.004739336,0.00358405,0.404497961,2
3143,0.578431373,0.075342466,0.161137441,0.093323156,0.458015675,1
3309,0.598039216,0.053424658,0.085308057,0.071793007,0.42464786,1
3808,0.205882353,0.271232877,0.009478673,0.016143734,0.275149249,0
4187,0.950980392,0.017808219,0.218009479,0.077715306,0.423584291,1
2920,0.539215686,0.502739726,0.075829384,0.040236134,0.441465138,1
4500,0.166666667,0.153424658,0.042654028,0.021883384,0.295367321,0
3571,0.598039216,0.157534247,0.018957346,0.019138484,0.260324893,0
1111,0.696078431,0.169863014,0.028436019,0.01820284,0.280317079,0
281,0.588235294,0.310958904,0.052132701,0.036395341,0.41079019,1
1141,0.509803922,0.190410959,0.004739336,0.007252533,0.359402418,2
1018,0.862745098,0.045205479,0.056872038,0.025238262,0.471815987,1
2399,0.588235294,0.128767123,0.137440758,0.065750092,0.296679991,1
4076,0.039215686,0.654794521,0,0.005500139,0.358496597,2
939,0.725490196,0.195890411,0.075829384,0.056722765,0.482656574,1
3369,0.117647059,0.973972603,0,0.00781254,0.200351071,2
3708,0.294117647,0.021917808,0.28436019,0.419240836,0.562304075,1
62,0.323529412,0.08630137,0.023696682,0.018161486,0.188744359,0
3347,0.480392157,0.190410959,0.052132701,0.034448237,0.297168655,1
3534,0.088235294,0,0.113744076,0.043463502,0.469640864,1
1948,0,0.495890411,0.014218009,0.006602923,0.469306491,2
579,0.235294118,0.193150685,0,0.003668482,0.242228096,2
475,0.147058824,0.019178082,0.037914692,0.022134957,0.342972017,0
