,L,R,F,M,C
19954,16,1,24,18256,0.6292933829999999
19955,23,101,16,13616,0.84371181
19956,38,60,9,14268,0.805068685
19957,38,123,13,21033,0.5461123
19958,20,66,9,15925,0.721254003
19959,41,88,14,18582,0.618116995
19960,36,25,13,17328,0.6628231760000001
19961,27,224,7,15194,0.755873371
19962,31,61,11,14459,0.79424234
19963,21,44,13,17054,0.673345256
19964,41,52,16,22796,0.503705475
19965,47,69,11,14429,0.795770324
19966,14,10,14,19196,0.598149615
19967,74,92,11,17835,0.6437874960000001
19968,104,23,13,16295,0.704591593
19969,12,115,13,14333,0.8010290940000001
19970,62,39,21,12534,0.915991703
19971,19,9,13,14949,0.76798515
19972,61,67,12,14594,0.78663903
19973,67,272,10,13617,0.8430674890000001
19974,29,136,12,13122,0.8748597770000001
19975,84,28,4,15226,0.75395245
19976,27,107,13,19189,0.598203137
19977,21,10,16,21959,0.522721435
19978,18,23,10,19257,0.596062211
19979,24,40,14,15088,0.7607568929999999
19980,81,108,11,15516,0.739719
19981,43,87,20,22508,0.509928026
19982,57,1,12,12537,0.91538167
19983,23,164,7,13997,0.819882832
19984,110,58,12,15543,0.73826031
19985,20,133,19,15371,0.7465181190000001
19986,98,140,8,12106,0.947667272
19987,64,32,14,19046,0.602339599
19988,49,21,13,21574,0.531693242
19989,16,2,16,23709,0.4838137420000001
19990,15,2,12,16550,0.692879758
19991,34,31,15,14870,0.771036315
19992,102,18,15,23041,0.49757302200000003
19993,37,122,16,19709,0.581686032
19994,74,103,6,15271,0.75072032
19995,100,16,13,16564,0.692073171
19996,14,20,8,12989,0.882479791
19997,80,339,10,14795,0.774680635
19998,43,11,25,15176,0.755125198
19999,31,133,16,15809,0.724863685
20000,90,10,10,13244,0.8652385990000001
20001,31,410,6,13368,0.857151406
20002,32,42,15,15216,0.753042192
20003,113,95,6,16932,0.676666667
20004,63,179,8,15209,0.753314485
20005,72,120,7,8050,1.42318882
20006,50,26,10,12961,0.8838654420000001
20007,49,277,12,14769,0.775619202
20008,48,100,9,20231,0.566168751
20009,87,143,9,15507,0.738644483
20010,33,233,11,19264,0.594574336
20011,56,123,8,29444,0.388998777
20012,69,266,14,18520,0.618417927
20013,49,554,4,8071,1.418993929
20014,45,22,16,17376,0.6591010589999999
20015,16,244,12,21865,0.5237640060000001
20016,68,6,13,16834,0.680249495
20017,63,199,15,21539,0.53158921
20018,28,163,16,16220,0.7059112209999999
20019,42,90,9,14684,0.779720104
20020,85,12,7,12675,0.903278107
20021,26,106,11,18947,0.604257666
20022,56,37,13,18292,0.625873606
20023,65,105,4,7868,1.455
20024,101,1,8,15736,0.7275
20025,70,144,8,13132,0.87173774
20026,57,128,16,24878,0.46012702
20027,24,2,17,13453,0.8508169179999999
20028,23,14,15,13381,0.8553815109999999
20029,83,3,14,19036,0.601224522
20030,45,227,12,16661,0.686864534
20031,42,287,9,16435,0.696271372
20032,26,2,9,18568,0.6162564629999999
20033,36,170,7,15835,0.722614462
20034,32,11,14,17046,0.671246627
20035,21,106,15,17753,0.644501211
20036,86,345,9,13929,0.82132601
20037,70,85,14,14549,0.786290467
20038,14,37,7,14273,0.801428571
20039,38,4,17,15032,0.760895423
20040,43,195,11,18787,0.608795976
20041,36,49,13,16205,0.705780932
20042,25,17,18,22768,0.502317727
20043,20,7,10,14309,0.799217975
20044,99,192,11,12595,0.907915046
20045,33,275,9,16057,0.712128667
20046,76,23,14,14073,0.812517587
20047,22,94,15,15524,0.736573048
20048,86,6,9,18803,0.608119449
20049,24,33,11,13198,0.8662661009999999
20050,13,70,14,19383,0.589757519
20051,53,116,11,16618,0.68788362
20052,46,82,10,18788,0.608395252
20053,58,2,9,14908,0.7666910379999999
20054,17,93,11,18689,0.611475199
20055,27,268,15,12828,0.8908005920000001
20056,82,284,10,15598,0.7325939220000001
20057,48,109,14,14559,0.7848485470000001
20058,40,152,8,14933,0.7651804729999999
20059,18,76,15,13292,0.8596448990000001
20060,22,634,3,17166,0.6656239079999999
20061,65,140,14,14769,0.7734667209999999
20062,21,235,10,14014,0.815094192
20063,16,119,9,15996,0.7140560140000001
20064,75,74,28,21203,0.538659624
20065,23,32,10,17265,0.661495511
20066,13,21,4,16624,0.686973051
20067,23,65,13,22763,0.501682116
20068,33,205,14,13581,0.8407834470000001
20069,23,80,14,9171,1.24493185
20070,56,37,16,15368,0.7429131959999999
20071,22,489,13,14647,0.779449717
20072,48,79,9,15816,0.721758978
20073,110,12,9,17944,0.6361396570000001
20074,103,13,8,9927,1.149842853
20075,67,70,13,17209,0.6632175020000001
20076,112,560,11,13340,0.855554723
20077,108,160,8,13723,0.8313138529999999
20078,71,30,12,18498,0.616663964
20079,21,38,7,15648,0.7289691970000001
20080,41,434,32,14416,0.791252775
20081,35,15,3,16281,0.7005939440000001
20082,90,36,11,17065,0.668399648
20083,63,444,2,15208,0.750013151
20084,28,402,2,15208,0.75
20085,28,353,2,15208,0.75
20086,61,412,2,15208,0.75
20087,46,252,15,18160,0.628078194
20088,39,160,11,15351,0.742987428
20089,14,157,12,16716,0.68229062
20090,19,113,7,12370,0.9219377529999999
20091,38,8,13,10508,1.0852950129999999
20092,35,32,5,7776,1.4665277780000001
20093,52,65,11,14829,0.768999258
20094,78,19,15,14206,0.802704491
20095,13,11,10,15654,0.7284540690000001
20096,94,83,6,12338,0.924229211
20097,92,75,9,14473,0.7878718990000001
20098,28,60,15,12370,0.9217542440000001
20099,13,49,6,9288,1.227606589
20100,65,281,10,15606,0.73061643
20101,23,13,22,18283,0.623627413
20102,50,38,14,18920,0.602617865
20103,17,1,14,17531,0.6503548000000001
20104,16,161,14,14686,0.7763189429999999
20105,20,27,11,19503,0.584545455
20106,72,13,15,15101,0.7548976890000001
20107,24,702,2,15199,0.75
20108,43,613,2,15199,0.75
20109,55,109,7,14421,0.790447958
20110,101,21,17,14184,0.803643542
20111,48,93,6,15347,0.7427432070000001
20112,48,16,15,18111,0.629369996
20113,57,121,10,13721,0.830668319
20114,18,260,8,16729,0.681237372
20115,105,94,9,14720,0.774194973
20116,26,211,14,16549,0.688612605
20117,14,195,20,12140,0.9386532129999999
20118,54,41,10,16429,0.6935826890000001
20119,46,325,13,13148,0.866656526
20120,82,550,10,13262,0.859184135
20121,20,287,27,17513,0.650606978
20122,29,79,14,13827,0.824045708
20123,19,97,10,13957,0.816369564
20124,23,35,18,21337,0.5339649439999999
20125,45,233,9,13408,0.8497165870000001
20126,82,176,14,19736,0.577250203
20127,16,28,9,21654,0.52611342
20128,94,19,8,15245,0.7472732040000001
20129,65,76,16,16029,0.7105870609999999
20130,80,7,14,13192,0.863340661
20131,15,34,13,16578,0.6869363009999999
20132,48,493,5,15751,0.723001714
20133,26,37,27,13492,0.843943077
20134,12,121,9,15843,0.718642934
20135,12,96,11,16156,0.7045611540000001
20136,23,15,26,19343,0.5884650779999999
20137,21,1,24,17119,0.66471114
20138,73,100,6,16295,0.6983129790000001
20139,47,26,17,12775,0.890717025
20140,16,241,4,16655,0.6831900329999999
20141,35,30,9,18437,0.617123176
20142,20,584,2,16254,0.7
20143,17,6,13,13355,0.8519131409999999
20144,80,20,7,9609,1.183983765
20145,45,159,13,16559,0.687046319
20146,15,2,17,16499,0.6895133040000001
20147,87,27,5,11340,1.0031781309999999
20148,110,277,2,15168,0.75
20149,27,258,2,15168,0.75
20150,29,79,11,15378,0.739713877
20151,38,148,7,18166,0.626130133
20152,41,87,14,15187,0.7489082770000001
20153,54,49,7,12923,0.880067322
20154,53,122,13,21984,0.517324418
20155,30,17,14,17995,0.6319610999999999
20156,40,75,16,14736,0.7716761670000001
20157,56,85,13,15456,0.73572205
20158,47,129,12,17137,0.66347377
20159,85,47,11,14519,0.7830188029999999
20160,90,151,11,12234,0.92920631
20161,93,79,11,17751,0.640354346
20162,90,140,11,13335,0.852395951
20163,52,6,27,15633,0.727037037
20164,90,44,15,12071,0.941463011
20165,83,9,18,19845,0.572640464
20166,85,200,15,18329,0.6199847239999999
20167,98,1,15,16260,0.698769373
20168,94,13,13,16870,0.673495554
20169,15,67,17,23613,0.48109812399999996
20170,24,84,12,17912,0.634218401
20171,52,81,12,15393,0.73796336
20172,32,153,9,12100,0.938718182
20173,62,13,13,13631,0.833214731
20174,65,5,16,15202,0.747076043
20175,15,76,11,13254,0.8567783309999999
20176,23,48,17,14814,0.7665289590000001
20177,20,107,11,14636,0.775796666
20178,63,8,19,24197,0.46925321299999995
20179,45,33,9,20625,0.550485333
20180,40,22,13,14274,0.7953657
20181,31,10,13,16498,0.688139775
20182,33,29,9,20325,0.558533825
20183,78,114,8,14037,0.8086663820000001
20184,13,14,11,16643,0.6820374929999999
20185,63,137,16,11973,0.9478735490000001
20186,18,57,8,13223,0.858256825
20187,22,229,10,13207,0.859164837
20188,14,174,4,19208,0.590730945
20189,74,99,16,14384,0.788841769
20190,71,193,13,15050,0.753885714
20191,75,88,17,13251,0.85593691
20192,98,38,18,15202,0.746074201
20193,80,261,10,13573,0.835536727
20194,35,29,19,17380,0.652494822
20195,111,120,13,16542,0.68551203
20196,30,122,5,14210,0.7979999999999999
20197,29,135,8,14566,0.778401758
20198,65,27,16,14355,0.7897408570000001
20199,75,47,12,13848,0.8186467359999999
20200,108,9,22,18363,0.617327779
20201,104,1,13,11531,0.9830769229999999
20202,14,7,26,22353,0.507088981
20203,45,75,13,16862,0.672158107
20204,90,43,13,15384,0.736662116
20205,29,336,4,17550,0.645709402
20206,27,224,22,20165,0.561835854
20207,105,109,17,20558,0.5510458220000001
20208,60,16,10,15963,0.709655453
20209,25,695,3,15780,0.717883397
20210,25,375,9,14717,0.769725488
20211,48,8,18,15529,0.7294635840000001
20212,79,95,8,13420,0.844097615
20213,47,60,14,19683,0.575507291
20214,83,220,3,14722,0.769362179
20215,75,44,8,12355,0.91670255
20216,15,127,7,15478,0.731722445
20217,45,85,10,14828,0.7637793359999999
20218,27,257,18,14375,0.7878469570000001
20219,65,355,11,17277,0.655489958
20220,31,13,13,17640,0.641826531
20221,103,72,9,10349,1.0939897570000001
20222,70,102,11,18327,0.6177454029999999
20223,76,207,9,15094,0.750043063
20224,15,40,13,21997,0.5146565439999999
20225,16,38,10,19988,0.566286272
20226,48,135,11,15812,0.715779788
20227,67,165,12,16580,0.682616405
20228,20,5,25,15209,0.7441389970000001
20229,46,130,12,13598,0.832237094
20230,24,30,21,19609,0.57711102
20231,83,128,9,13826,0.818484016
20232,36,320,4,15344,0.7375
20233,34,72,10,15835,0.714616988
20234,66,190,11,15954,0.7092497179999999
20235,34,33,14,19325,0.585490298
20236,70,5,14,18786,0.6022479510000001
20237,36,484,5,9521,1.188278542
20238,24,1,18,18849,0.600192583
20239,23,163,12,13261,0.8530706579999999
20240,43,291,15,15150,0.7466666670000001
20241,100,12,6,11802,0.958333333
20242,15,23,8,13529,0.8359753120000001
20243,24,42,6,13129,0.8614068090000001
20244,21,72,12,21661,0.522107013
20245,32,242,7,15890,0.711680302
20246,48,278,14,17354,0.651638239
20247,48,20,34,20141,0.56139715
20248,13,65,12,18410,0.61415698
20249,39,192,12,18958,0.596390442
20250,17,25,5,14439,0.782964887
20251,64,4,10,14508,0.779228701
20252,19,500,4,12920,0.875
20253,34,145,10,17885,0.632024602
20254,86,91,9,15706,0.719708392
20255,48,11,10,16973,0.6658687329999999
20256,43,25,7,18516,0.610379132
20257,18,100,10,17257,0.654840355
20258,80,278,12,14807,0.763139056
20259,31,77,13,15096,0.748414812
20260,22,2,9,13387,0.84366699
20261,48,208,16,21775,0.518632836
20262,77,12,11,22141,0.510042907
20263,70,36,23,14560,0.7755885990000001
20264,20,144,7,15601,0.723829242
20265,92,104,12,17001,0.664179754
20266,25,126,15,20126,0.5610319979999999
20267,20,3,8,15736,0.7175
20268,69,190,10,16038,0.7039506170000001
20269,74,11,15,14498,0.778714995
20270,101,214,16,17108,0.6599111529999999
20271,74,50,8,15176,0.7439147340000001
20272,24,16,8,12759,0.8848169920000001
20273,43,22,22,26051,0.43335649299999995
20274,58,43,13,19731,0.572150423
20275,22,28,13,19899,0.5673144379999999
20276,21,471,4,17274,0.6534676389999999
20277,19,11,16,16345,0.690596513
20278,67,5,9,13261,0.851202021
20279,82,32,17,20429,0.552531206
20280,35,342,14,15760,0.7161484770000001
20281,18,34,17,12903,0.874705882
20282,46,109,8,10739,1.050889282
20283,95,438,18,18377,0.614099146
20284,45,42,18,22753,0.49597371799999995
20285,66,59,15,15806,0.71392699
20286,29,16,14,16775,0.672569896
20287,76,152,11,11797,0.956316013
20288,93,514,22,13633,0.827400425
20289,75,30,12,17515,0.64399372
20290,32,208,12,13691,0.8238623909999999
20291,34,9,11,18791,0.600098451
20292,26,11,14,20353,0.554042647
20293,47,19,14,17662,0.638445816
20294,37,137,10,14742,0.764885362
20295,75,50,15,14247,0.791440303
20296,27,48,9,25247,0.44653305299999996
20297,21,6,15,13753,0.81963208
20298,14,36,8,17604,0.640291411
20299,67,202,9,22128,0.509337491
20300,40,149,13,13781,0.817778826
20301,19,111,11,13200,0.853748485
20302,89,48,18,13412,0.840154339
20303,24,247,8,14555,0.774056338
20304,39,56,21,14745,0.764071211
20305,31,5,16,12614,0.893131441
20306,33,136,15,16576,0.6796356179999999
20307,20,11,11,21277,0.52946609
20308,47,377,11,14436,0.7803685229999999
20309,28,180,8,15601,0.7220562779999999
20310,25,172,16,12976,0.868125
20311,98,124,17,23481,0.479699757
20312,16,37,14,23159,0.48633274299999996
20313,43,1,18,18938,0.594718555
20314,77,98,8,15107,0.745525915
20315,40,31,14,16864,0.667844521
20316,18,238,7,16254,0.692857143
20317,14,324,5,11610,0.97
20318,61,4,8,16217,0.694428686
20319,78,170,11,13856,0.812727338
20320,63,2,16,21917,0.513703974
20321,57,9,8,12615,0.89246849
20322,22,81,10,13801,0.8156466920000001
20323,66,48,16,13306,0.845980761
20324,37,74,10,15177,0.7416841270000001
20325,37,67,16,13304,0.846069603
20326,21,38,17,20079,0.560578216
20327,17,8,16,20533,0.5481761070000001
20328,34,81,17,13911,0.809092085
20329,70,238,10,13764,0.817712874
20330,28,11,19,19315,0.582632151
20331,26,71,14,19523,0.576422681
20332,32,111,24,13803,0.81516337
20333,73,1,29,17764,0.63339338
20334,74,341,10,14911,0.754577158
20335,74,252,12,16098,0.698903591
20336,103,134,16,14815,0.759346608
20337,76,30,9,15925,0.7063422290000001
20338,24,29,16,16128,0.697396453
20339,13,40,11,17160,0.655454545
20340,13,40,3,16487,0.682199915
20341,52,12,13,16989,0.662017188
20342,84,20,15,13124,0.8568165190000001
20343,18,59,11,22539,0.49890146
20344,90,150,14,22098,0.508760521
20345,71,228,16,15382,0.730878299
20346,48,51,6,11935,0.941935484
20347,16,31,14,14199,0.791714205
20348,16,340,8,15077,0.7455959409999999
20349,30,34,17,22852,0.491913618
20350,22,16,10,19880,0.565438632
20351,45,121,29,14059,0.79942599
20352,98,539,7,13955,0.805324257
20353,78,644,8,12860,0.873895801
20354,56,78,8,12702,0.884576445
20355,75,124,4,7558,1.486508336
20356,47,75,7,15665,0.7171879990000001
20357,18,112,15,14968,0.750579236
20358,26,126,7,12014,0.935119028
20359,29,80,7,16992,0.6611517179999999
20360,48,103,7,15444,0.72735755
20361,13,14,17,15344,0.732082899
20362,46,4,19,16005,0.701789441
20363,16,39,13,12672,0.88635101
20364,20,2,16,18382,0.610999891
20365,89,153,15,12691,0.8849302659999999
20366,74,177,18,15797,0.710933722
20367,14,3,15,20413,0.550153334
20368,100,22,18,14878,0.75481718
20369,66,41,15,17218,0.652232547
20370,52,26,19,19752,0.568537363
20371,19,103,17,22891,0.49054300799999995
20372,81,46,9,16777,0.6691917510000001
20373,24,329,6,15706,0.714800076
20374,68,227,18,15328,0.7324256259999999
20375,78,13,11,17646,0.636213306
20376,13,156,10,18486,0.6072930870000001
20377,31,216,12,16904,0.664113819
20378,35,16,11,12362,0.908110338
20379,48,284,8,11321,0.9914495190000001
20380,72,49,10,15705,0.714657752
20381,33,688,4,7482,1.5
20382,40,21,19,16319,0.687680005
20383,24,99,14,19070,0.58841741
20384,56,306,10,19932,0.562831126
20385,99,20,15,14630,0.7667969920000001
20386,88,33,10,13860,0.8093946609999999
20387,26,1,11,16733,0.6702904439999999
20388,61,34,8,21050,0.532804276
20389,102,135,14,16733,0.67025638
20390,22,137,10,21638,0.518311304
20391,44,9,12,16323,0.687050787
20392,23,253,7,15013,0.746846067
20393,31,274,10,16118,0.695624767
20394,52,86,21,27470,0.408149618
20395,97,138,8,15421,0.726954153
20396,87,62,17,14136,0.792972552
20397,51,2,12,15570,0.7199338470000001
20398,15,5,16,15937,0.70325218
20399,51,83,13,16834,0.665758584
20400,21,224,8,12995,0.862431705
20401,19,146,13,13442,0.833733075
20402,99,7,9,17660,0.634583805
20403,85,273,13,17962,0.623850351
20404,36,10,11,19351,0.579051729
20405,108,16,16,16395,0.6833967670000001
20406,82,77,17,13366,0.8382066440000001
20407,70,38,8,27128,0.412979947
20408,74,123,11,15059,0.743882728
20409,55,166,4,7671,1.460308956
20410,39,11,10,14439,0.775817577
20411,22,13,11,15519,0.721681165
20412,72,25,15,18170,0.616298294
20413,45,103,12,15024,0.745309505
20414,40,193,10,14395,0.777841612
20415,30,165,6,17535,0.638536641
20416,44,11,15,20304,0.551444543
20417,74,11,14,14980,0.747365154
20418,26,45,12,24012,0.46621356
20419,23,42,18,14458,0.774292433
20420,51,71,11,18212,0.61468702
20421,27,185,18,17108,0.654315525
20422,29,96,9,12703,0.881166654
20423,81,121,12,16905,0.66211535
20424,26,160,24,22110,0.506241972
20425,109,1,10,13104,0.854075092
20426,72,135,7,10910,1.025788268
20427,47,146,11,15234,0.734598923
20428,47,24,20,15421,0.725670838
20429,57,97,14,11857,0.9437834190000001
20430,71,396,7,18443,0.60667733
20431,30,63,8,18052,0.619816641
20432,81,93,12,13530,0.8269076129999999
20433,30,69,10,14370,0.778558107
20434,33,251,5,12407,0.9016748609999999
20435,60,51,7,12182,0.918311443
20436,15,92,7,15444,0.724314297
20437,79,11,12,15948,0.701349386
20438,43,40,17,16213,0.689835317
20439,31,141,12,13322,0.839519592
20440,93,108,15,15355,0.7283002279999999
20441,19,109,9,14543,0.768953448
20442,48,74,7,12634,0.885138515
20443,43,191,22,17977,0.621986983
20444,18,40,4,16333,0.6845925429999999
20445,36,356,3,14810,0.754942606
20446,95,49,9,15157,0.737601108
20447,60,6,13,19180,0.58286757
20448,105,92,16,19214,0.58178932
20449,15,32,8,9939,1.12464433
20450,18,32,12,16867,0.662687496
20451,18,49,9,14213,0.7863730390000001
20452,26,175,5,10204,1.095322423
20453,85,14,15,16426,0.6804182390000001
20454,43,18,12,15098,0.740239767
20455,75,238,11,16094,0.69440164
20456,27,48,11,9974,1.1204822540000001
20457,14,86,13,11916,0.9378079890000001
20458,80,110,9,8821,1.266818955
20459,25,459,12,13412,0.83308977
20460,13,97,15,16300,0.685446012
20461,73,9,9,17811,0.6272921229999999
20462,28,142,11,21637,0.516363636
20463,83,267,15,15189,0.735550728
20464,29,8,9,13727,0.813881402
20465,55,246,8,11374,0.982197995
20466,29,86,8,14510,0.769880083
20467,13,170,7,14289,0.781719505
20468,37,249,10,19032,0.586860551
20469,24,252,21,15069,0.741116862
20470,36,25,11,16114,0.69303649
20471,96,11,13,16481,0.677600267
20472,79,19,14,18193,0.613791019
20473,81,32,5,12319,0.90641854
20474,110,21,14,16376,0.681853322
20475,90,175,4,14596,0.765
20476,52,39,18,15969,0.699125806
20477,86,492,4,16945,0.658784302
20478,90,323,8,14031,0.7955740859999999
20479,42,5,10,22997,0.485357221
20480,64,102,14,13218,0.844412165
20481,42,5,14,13336,0.8368453809999999
20482,24,4,20,21224,0.52580899
20483,57,106,9,14595,0.764474135
20484,24,65,8,15616,0.714483222
20485,26,133,9,17146,0.6506467979999999
20486,47,331,13,15710,0.710073202
20487,18,221,10,13604,0.81999706
20488,12,32,12,14456,0.771633232
20489,19,28,20,17744,0.628636159
20490,41,140,15,17937,0.621801305
20491,107,146,7,12451,0.895733676
20492,36,21,12,15096,0.738600954
20493,48,47,9,14503,0.76876991
20494,57,42,16,16482,0.676439146
20495,24,120,13,16758,0.665297768
20496,68,2,19,13460,0.8282771170000001
20497,36,123,2,15168,0.735
20498,27,28,18,16717,0.666841539
20499,97,149,11,14660,0.760327422
20500,39,504,4,8130,1.37097171
20501,36,550,3,12842,0.867902196
20502,33,29,10,12378,0.900405558
20503,25,344,11,13420,0.830461997
20504,55,131,8,14127,0.788776102
20505,92,134,5,7467,1.492177581
20506,86,109,13,18509,0.601952023
20507,16,294,10,12954,0.860077196
20508,41,100,8,16200,0.6876709879999999
20509,74,88,9,15268,0.729597197
20510,20,90,13,14468,0.769917058
20511,71,23,7,14602,0.7628304340000001
20512,41,27,12,16429,0.6778957940000001
20513,18,368,6,13662,0.8151881129999999
20514,13,120,9,17311,0.643316966
20515,37,249,18,14764,0.7542908429999999
20516,49,309,10,14579,0.763858975
20517,24,234,8,16572,0.671955105
20518,65,22,13,15391,0.723492301
20519,98,34,13,17772,0.626557506
20520,53,107,13,15834,0.70324239
20521,51,164,11,15465,0.720016166
20522,78,15,10,15397,0.723124635
20523,31,72,13,14337,0.776583665
20524,15,29,9,14894,0.74743588
20525,85,6,16,15830,0.7031118129999999
20526,62,113,13,18627,0.597470876
20527,26,79,5,10817,1.028789868
20528,32,353,16,16401,0.678486068
20529,56,5,9,15419,0.721675854
20530,33,131,10,13333,0.834540614
20531,34,249,8,12899,0.862450578
20532,14,20,15,19929,0.558218676
20533,76,99,18,15918,0.698867948
20534,70,24,9,17870,0.622455512
20535,71,20,18,21508,0.5171596620000001
20536,102,3,19,16495,0.674301303
20537,70,22,23,15498,0.717675829
20538,44,13,11,14865,0.7481641440000001
20539,61,19,16,17359,0.640641742
20540,63,60,12,12808,0.868248751
20541,12,7,7,14068,0.790458487
20542,65,68,11,15143,0.73425279
20543,21,13,9,12702,0.875298378
20544,21,64,18,15103,0.73603059
20545,83,31,12,25275,0.4397752720000001
20546,48,117,10,15566,0.71406527
20547,29,218,8,16622,0.668686079
20548,62,17,12,21601,0.514530346
20549,21,33,13,17765,0.625595272
20550,23,17,11,15757,0.7053081170000001
20551,111,185,10,12710,0.8743745079999999
20552,14,174,10,17681,0.62853911
20553,60,197,6,17052,0.651666667
20554,41,11,10,14345,0.774627396
20555,83,12,12,13879,0.800625405
20556,48,105,9,13824,0.803612558
20557,57,313,12,20531,0.541042813
20558,97,1,16,18801,0.590822297
20559,30,476,19,15712,0.706972378
20560,30,73,17,15778,0.7039440990000001
20561,37,9,13,15069,0.737043599
20562,31,30,15,17266,0.643155334
20563,55,42,21,16134,0.68821309
20564,15,425,2,20188,0.55
20565,55,439,2,20188,0.55
20566,36,468,12,16933,0.655710742
20567,16,11,11,14608,0.760051342
20568,85,192,11,16488,0.6733236290000001
20569,16,387,4,10572,1.05
20570,53,140,12,18039,0.615345086
20571,106,2,8,11495,0.9655189209999999
20572,111,196,7,17645,0.628983281
20573,46,153,14,14151,0.7842329159999999
20574,34,226,13,15409,0.7201083779999999
20575,30,166,8,12375,0.896628687
20576,22,152,11,16172,0.686004205
20577,82,198,6,14514,0.764353038
20578,15,89,8,18762,0.591273851
20579,70,11,16,20851,0.531937077
20580,78,156,13,13456,0.8242137340000001
20581,70,18,12,15023,0.738198096
20582,14,85,7,14045,0.789493058
20583,28,17,13,16150,0.686588235
20584,16,305,11,29848,0.371482176
20585,33,422,5,7391,1.5
20586,29,150,14,16701,0.663796779
20587,106,52,7,12653,0.876151901
20588,104,44,10,13091,0.8468344659999999
20589,20,207,6,15656,0.7079879920000001
20590,100,41,16,15115,0.733309295
20591,46,13,14,16701,0.663643494
20592,15,24,12,14976,0.74007946
20593,89,211,10,10357,1.070091725
20594,36,237,18,19961,0.555158559
20595,87,50,16,23538,0.47078766299999997
20596,40,76,12,12477,0.8881293579999999
20597,22,15,13,15170,0.73044298
20598,106,93,6,8527,1.299433564
20599,65,76,14,25440,0.435512579
20600,20,258,7,22142,0.500359498
20601,12,27,12,14198,0.7802979290000001
20602,103,136,12,15736,0.7039933909999999
20603,31,135,14,17393,0.636906227
20604,56,14,14,15105,0.733379676
20605,44,492,4,16655,0.665031522
20606,36,160,9,19434,0.569913554
20607,34,5,6,7874,1.4065240030000001
20608,85,28,8,13731,0.806512272
20609,71,155,12,14557,0.760733668
20610,107,102,12,13168,0.840813335
20611,14,4,8,12718,0.8705417520000001
20612,12,44,14,14612,0.757702573
20613,98,28,9,16729,0.661787913
20614,91,120,12,15098,0.733265333
20615,57,323,11,13068,0.847000306
20616,24,169,13,14996,0.7380921579999999
20617,19,7,8,18187,0.608578655
20618,48,328,8,15417,0.717873127
20619,71,25,11,17094,0.647396747
20620,104,417,8,11441,0.967223145
20621,54,326,3,15915,0.695306315
20622,66,210,9,19290,0.573571799
20623,27,2,9,14726,0.751334375
20624,68,232,10,13717,0.806357075
20625,69,63,11,19027,0.581305513
20626,35,144,12,14718,0.751329664
20627,25,135,12,18009,0.6140224329999999
20628,82,185,4,13138,0.841673771
20629,97,4,22,16498,0.670218208
20630,58,45,9,12161,0.909222926
20631,29,165,16,15635,0.707196035
20632,32,348,7,15899,0.69544311
20633,14,95,13,14838,0.745082895
20634,74,390,7,11965,0.923986628
20635,36,55,14,13526,0.817351767
20636,53,35,11,14220,0.777454993
20637,21,6,12,13119,0.8426442559999999
20638,73,100,15,16335,0.676640955
20639,88,76,10,16303,0.677956204
20640,37,494,9,11772,0.938888889
20641,95,163,10,14258,0.775180951
20642,90,28,16,19985,0.5530392789999999
20643,29,139,10,15633,0.7069359690000001
20644,35,314,8,13332,0.82890039
20645,78,102,26,16524,0.6687690629999999
20646,104,107,14,17089,0.646654573
20647,37,10,3,17135,0.644911001
20648,38,70,14,18031,0.6128606289999999
20649,30,23,23,16514,0.669141335
20650,27,114,16,17764,0.6219826620000001
20651,23,50,10,14948,0.739121622
20652,77,94,7,14080,0.7846683240000001
20653,37,108,11,14534,0.7601554970000001
20654,34,5,20,13955,0.791690434
20655,16,80,12,18140,0.609009923
20656,82,12,13,13721,0.805124262
20657,98,188,9,16669,0.662729618
20658,47,38,17,18518,0.596510962
20659,18,187,13,14706,0.751113831
20660,24,358,7,15253,0.724175572
20661,17,33,17,17129,0.644859595
20662,51,111,12,17600,0.6275755679999999
20663,21,30,7,18424,0.59950228
20664,36,97,9,15149,0.729083768
20665,114,32,21,27630,0.39974230899999996
20666,109,18,13,14611,0.7559126690000001
20667,42,354,12,13404,0.823974187
20668,98,192,10,15446,0.7150323709999999
20669,87,184,11,12170,0.9075053409999999
20670,92,5,12,16432,0.672120253
20671,37,67,13,15864,0.696166793
20672,22,265,4,7448,1.4825268530000002
20673,76,245,13,12333,0.895241223
20674,86,247,8,18892,0.584416684
20675,14,87,5,14879,0.741972579
20676,30,3,5,23914,0.461598227
20677,46,46,17,14471,0.762802847
20678,41,551,7,16092,0.6859557540000001
20679,42,3,10,14358,0.768675999
20680,53,16,9,17501,0.630619965
20681,63,1,13,15128,0.729494315
20682,67,401,5,14115,0.781810131
20683,59,6,17,15884,0.694732435
20684,44,301,13,14938,0.738673182
20685,96,2,8,13233,0.833835865
20686,15,165,15,18033,0.611877114
20687,40,573,12,22541,0.48950578899999997
20688,18,83,10,14440,0.764094183
20689,108,181,10,17954,0.614541049
20690,95,159,10,11460,0.9627452009999999
20691,63,113,8,15823,0.6972748529999999
20692,32,164,16,20126,0.548175494
20693,12,47,9,16421,0.671835455
20694,30,41,14,16667,0.661911562
20695,73,166,9,11667,0.945560127
20696,29,148,9,15135,0.728892633
20697,32,16,16,14503,0.7606474520000001
20698,95,6,8,11975,0.921207516
20699,67,75,9,14605,0.7552851759999999
20700,21,149,10,16822,0.655728808
